employee_id,fullname,years_of_service_months,latest_rating,performance_group,grade,education,major,position,department,disc,mbti,iq,gtq,gdr_score_avg,cex_score_avg,ids_score_avg,qdd_score_avg,sto_score_avg,sea_score_avg,vcu_score_avg,lie_score_avg,ftc_score_avg,csi_score_avg,top_5_strengths,papi_n_score,papi_l_score,papi_p_score,papi_a_score
EMP100109,Dinda Wibowo,55,1,Standard Performer,V,SMA,Engineering,Data Analyst,IT,DC,ESFP,91,16,3.2,2.8,2.8,2.33333333333333,3.5,3,3.75,3.6,3,3.4,"Woo, Empathy, Developer, , Futuristic",6,8,3,9
EMP100110,Citra Hartanto,46,3,Standard Performer,V,S2,Engineering,Sales Supervisor,IT,SD,INFP,97,37,3.2,3,4.33333333333333,3.2,3.2,3.25,2.75,3.8,3.75,3.4,"Input, Relator, Context, Communication, Focus",3,8,5,null
EMP100111,Rendra Herlambang,44,2,Standard Performer,V,S2,Psychology,Finance Officer,R&D,ID,ENFJ,83,22,3.2,3,3.2,3.5,2.66666666666667,3,3,3.25,3,2.8,"Relator, , Positivity, Deliberative, Includer",8,5,1,4
EMP100112,Adit Mahardika Pratama,36,2,Standard Performer,III,D3,Economics,Finance Officer,Finance,null,ENTP,132,25,3.5,3.25,3.4,3.4,3.5,3.8,3.66666666666667,3.4,3,3,"Consistency, Strategic, Input, Focus, Self-Assurance",6,2,1,1
EMP100114,Vania Fadillah Fauziah,15,5,High Performer,IV,SMA,Design,HRBP,Marketing,DI,INFJ,null,null,3.5,2.66666666666667,3.33333333333333,3.33333333333333,3.5,4,3.5,3.25,4,3.5,"Futuristic, Intellection, Woo, Achiever, Relator",8,7,3,5
EMP100115,Satya Yudhistira Lukman,41,2,Standard Performer,III,S2,Engineering,Brand Executive,HR,IS,ENFJ,90,23,2.75,3,2.4,2.4,2.6,2.6,2.8,2.5,2.8,2.8,"Communication, Learner, Positivity, Command, Arranger",4,4,7,7
EMP100117,Prasetyo Gunawan,39,4,Standard Performer,IV,S1,Statistics,HRBP,R&D,null,INFJ,86,25,2.5,3,2.8,2.6,3.5,3.2,3.2,3,3.4,3.2,"Input, Achiever, Intellection, Strategic, Relator",3,3,3,8
EMP100119,Iman Ginting,1,4,Standard Performer,IV,S1,Economics,Supply Planner,Finance,SI,INTJ,102,29,4,3.33333333333333,3.5,3.25,3,3,3.5,3.33333333333333,2.33333333333333,3.5,"Self-Assurance, Strategic, Significance, Individualization, Command",2,5,9,5
EMP100120,Iman Maulida,52,2,Standard Performer,IV,D3,Economics,Data Analyst,Finance,SC,null,127,29,3.8,4,3.5,4,3.6,3.75,4,3.4,3,3,", Restorative, Belief, Woo, Achiever",4,9,9,4
EMP100121,Bayu Hidayat,56,3,Standard Performer,III,S1,Engineering,HRBP,IT,null,INFJ,84,21,3.4,3.6,3.6,4,3.6,3.4,3.2,3.4,4,3.25,"Maximizer, Individualization, Analytical, Responsibility, Developer",8,2,4,5
EMP100122,Rizki Simanjuntak,10,1,Standard Performer,V,S1,Design,Supply Planner,Marketing,CS,ESTP,null,null,3,2.5,2.25,2.5,1.33333333333333,2.25,2.5,2,3,2.5,"Harmony, Command, Restorative, Individualization, Woo",6,8,9,7
EMP100123,Kurnia Jatmiko Permadi,54,2,Standard Performer,IV,SMA,Design,Sales Supervisor,HR,CD,ESTJ,107,27,2.5,2.4,2.8,2.5,2.2,2.8,3,2.25,2.6,2.2,"Focus, , Maximizer, Responsibility, ",3,8,3,8
EMP100124,Maya Nabila Salsabila,52,2,Standard Performer,III,D3,Design,Data Analyst,Marketing,DC,ESFP,null,null,3,2.6,2.6,2.8,2.6,2.8,2.5,3,2.8,2.8,"Input, Command, Deliberative, Analytical, Intellection",3,9,null,2
EMP100125,Nabila Lestari Santoso,45,4,Standard Performer,V,D3,Business,Sales Supervisor,Finance,DC,ENTP,null,30,3.25,3.4,4,3.6,3.75,3.8,4.2,3.8,4,4.2,"Learner, Input, Deliberative, Developer, Restorative",9,5,4,6
EMP100126,Vania Siregar,67,3,Standard Performer,V,S2,Economics,Sales Supervisor,Operations,DS,ISFP,120,24,3,2.4,3.2,2.6,2.4,3.2,2.6,3,2.6,2.8,", Ideation, Adaptability, Empathy, Responsibility",6,8,8,2
EMP100127,Lestari Gunawan,26,3,Standard Performer,V,S2,Statistics,Supply Planner,Marketing,CI,null,null,null,2.8,2.25,2.6,2.5,2.6,3,3,2.4,2.33333333333333,2.25,"Analytical, Individualization, Arranger, Maximizer, Self-Assurance",3,8,2,3
EMP100128,Ahmad Siregar,58,2,Standard Performer,IV,S1,Economics,HRBP,R&D,DC,ESTP,117,38,1.8,2,1.8,2.25,2.25,2,2.25,1.6,2.6,2,"Empathy, Focus, Positivity, Adaptability, Developer",3,6,7,3
EMP100129,Dian Utama Kusuma,17,2,Standard Performer,IV,S2,Design,Data Analyst,Finance,CS,ENTP,109,28,3,2.5,2.25,2.5,3,3,2.75,2.75,2.75,2,", Adaptability, Arranger, Ideation, Self-Assurance",1,8,4,9
EMP100130,Citra Rahmawati,68,4,Standard Performer,III,SMA,Economics,Brand Executive,Finance,CD,INTP,84,24,3,2.75,2.2,3,2.5,3,3,2.8,3.2,2.8,"Learner, Maximizer, , Context, Restorative",8,6,8,2
EMP100131,Ayunda Adi Hartanto,58,3,Standard Performer,V,S2,Economics,HRBP,Operations,DS,ESTP,102,24,2.75,3.5,3.6,3.4,4.25,3.6,3.6,3.33333333333333,3.75,3.75,"Input, Analytical, Ideation, Focus, Command",4,1,9,8
EMP100132,Maya Ramadhan,46,2,Standard Performer,V,S1,Statistics,Data Analyst,Operations,SI,ISFP,118,33,3,3,2.75,3,2.6,3,3,3,3.2,2.8,"Belief, Intellection, Arranger, Context, Significance",4,null,7,2
EMP100133,Rendra Handayani,30,3,Standard Performer,III,S2,Business,HRBP,HR,CI,ENTP,104,39,3,2.4,2.6,3,2.6,2.8,2.8,2.6,3,3.25,"Woo, Harmony, Consistency, Adaptability, Ideation",6,9,4,5
EMP100134,Rifqi Wijaya,61,3,Standard Performer,III,D3,Psychology,Sales Supervisor,IT,CS,INTJ,119,22,2.6,2.8,2.6,2.5,2.6,3.2,2.75,3,2.33333333333333,2.4,"Positivity, Command, Learner, Responsibility, Connectedness",2,4,6,8
EMP100135,Indra Wijaya Ridwan,14,4,Standard Performer,III,D3,Statistics,HRBP,Finance,null,INFP,113,27,2.75,3.75,3,3,3.5,3,3.25,2.75,2.5,2.5,", Activator, , Focus, Significance",1,3,8,6
EMP100137,Rizky Jatmiko Hasibuan,124,2,Standard Performer,III,D3,Business,Brand Executive,Operations,DC,ESFJ,125,16,3,3,2.5,22,3,3.2,3.4,3,3.2,3.25,"Activator, Ideation, Discipline, Belief, Responsibility",5,8,5,3
EMP100138,Rani Zulfikar,42,4,Standard Performer,V,SMA,Psychology,Finance Officer,Marketing,IC,ISFJ,null,null,3.25,4,4.25,3.75,3.2,3.6,3.75,3.4,3.2,3.4,"Adaptability, Analytical, Responsibility, Input, Command",null,2,9,3
EMP100139,Nadia Herlambang,78,3,Standard Performer,V,S1,Economics,HRBP,Marketing,IC,ENTP,null,null,3,3.6,3.6,3.33333333333333,3.4,3.2,3,3.4,3.8,4.2,"Strategic, Achiever, Focus, Ideation, Woo",2,1,1,4
EMP100140,Yuni Siregar,54,4,Standard Performer,III,SMA,Statistics,Supply Planner,IT,DI,ISFP,null,33,3.5,3.2,3.4,2.75,3.33333333333333,3.2,3.4,3.2,3,3.2,"Command, Developer, Self-Assurance, Significance, Includer",2,4,4,2
EMP100141,Fitri Utami,67,4,Standard Performer,V,S2,Business,Supply Planner,HR,DC,ENFJ,124,29,2.4,2,2.5,2.5,3,2.75,2.2,2.5,2.6,2.2,"Connectedness, , Communication, Woo, Includer",3,1,8,6
EMP100142,Indra Putra,64,4,Standard Performer,III,D3,Psychology,HRBP,Marketing,ID,ESTP,null,null,3.5,3.6,3.8,3.4,3.2,4.4,3.6,3.6,3.4,4.2,", Self-Assurance, Consistency, Relator, Positivity",9,6,1,1
EMP100143,Nadia Pramudita Wibowo,22,1,Standard Performer,IV,S1,Economics,Data Analyst,Operations,IS,ESFP,122,21,2.66666666666667,2.33333333333333,3.33333333333333,2.25,2.75,2,2,2.5,3.25,2.25,"Connectedness, Developer, Command, Learner, Individualization",7,8,3,7
EMP100144,Bella Nabila Purnama,20,2,Standard Performer,IV,S1,Statistics,HRBP,HR,CI,ENFP,null,23,3.25,3.25,3.25,3.66666666666667,3.75,3.75,3.66666666666667,3.75,27.5,3.25,"Command, Significance, Empathy, Competition, Positivity",2,9,3,9
EMP100145,Novi Purnama,41,1,Standard Performer,III,SMA,Psychology,Sales Supervisor,Finance,SC,INFP,107,31,2.6,3.5,2.75,3.5,3.6,3,3,2.75,3.4,3.25,"Activator, Context, Intellection, Empathy, Developer",7,2,2,8
EMP100147,Hana Ridwan,7,3,Standard Performer,IV,S1,Statistics,Supply Planner,HR,IS,ESFJ,null,34,3.5,4.5,3.75,3.33333333333333,3,3.33333333333333,3,3.25,3.75,3.5,"Relator, Analytical, Context, , Intellection",null,3,9,8
EMP100148,Galih Zulfikar Hasibuan,100,1,Standard Performer,III,SMA,Design,Brand Executive,Operations,IS,INTP,120,34,27.5,2.8,3.4,2.75,3.2,3,2.8,3,3,3.4,"Significance, Connectedness, Focus, Empathy, Activator",7,9,1,9
EMP100149,Teguh Saputra Hasibuan,60,4,Standard Performer,III,SMA,Economics,HRBP,Operations,null,ESTJ,122,26,3,2.8,3,2.75,2.6,3,2.8,3.2,3.25,2.5,"Competition, Input, Arranger, Includer, Strategic",3,1,6,4
EMP100151,Wahyu Permadi,42,2,Standard Performer,III,SMA,Business,Finance Officer,R&D,DI,INTP,123,15,2.75,1.75,2.4,2.4,3,2,2.6,2.4,2.4,2.75,"Restorative, Includer, Positivity, Self-Assurance, Arranger",7,8,8,9
EMP100152,Satya Siregar,59,4,Standard Performer,V,S1,Psychology,Data Analyst,HR,IC,null,93,22,3.25,3,3,3.2,3,4.25,3.4,3.8,3.4,3.2,"Consistency, Restorative, , Activator, Connectedness",3,6,3,4
EMP100153,Arif Herlambang,66,2,Standard Performer,III,S2,Statistics,Finance Officer,HR,CI,ENFJ,null,31,2.8,3,2.5,2.2,2.4,3.25,2.8,2.6,3,2.8,"Discipline, Significance, Analytical, Futuristic, Positivity",6,7,1,4
EMP100154,Kurnia Maulida,39,2,Standard Performer,IV,SMA,Engineering,Data Analyst,Finance,ID,ESFP,117,26,3.25,2.4,3,2.4,3,2.8,2.8,2.5,2.75,2.4,"Learner, Consistency, Positivity, Arranger, Empathy",5,9,5,5
EMP100155,Citra Jatmiko Siregar,74,2,Standard Performer,III,SMA,Design,Finance Officer,Marketing,CD,ENTP,null,null,3.4,3,3.2,2.5,2.75,2.6,2.6,3,3,2.6,"Intellection, Significance, Empathy, Analytical, Discipline",2,2,9,5
EMP100156,Yoga Anugrah Lestari,66,4,Standard Performer,III,SMA,Business,HRBP,IT,SI,ESFJ,80,29,2,2.8,2.5,2.8,3.25,2.4,2.8,2.6,2.6,2.8,"Communication, Consistency, Ideation, Relator, Command",6,3,6,1
EMP100157,Maya Zulfikar Purnama,15,2,Standard Performer,V,D3,Design,Brand Executive,HR,IC,ISTJ,118,24,2.75,3,2.5,3.25,2.75,3,2.33333333333333,3,3,3.25,"Arranger, Focus, Strategic, Woo, Restorative",3,8,6,7
EMP100160,Nugroho Rachman Salsabila,83,3,Standard Performer,IV,SMA,Engineering,Brand Executive,R&D,DC,INTP,133,25,3.4,3.6,4,4.2,4,4,3.6,3.25,4.25,3.5,"Input, , Responsibility, Belief, Individualization",3,5,6,2
EMP100161,Wulan Saputra Pratama,78,1,Standard Performer,III,S1,Engineering,Supply Planner,IT,CD,null,113,20,2.2,1.75,2,2.2,2.4,2.4,2,1.8,2,2.8,"Harmony, Communication, Self-Assurance, Deliberative, ",3,8,3,7
EMP100162,Eko Adi Permadi,38,1,Standard Performer,IV,SMA,Psychology,Sales Supervisor,Operations,DI,ENTP,138,22,3.4,3.2,2.8,2.6,2.6,3,3.2,3.66666666666667,3.6,2.6,"Learner, Strategic, Activator, Intellection, ",6,3,1,2
EMP100163,Oktavia Pramudita Sinaga,74,3,Standard Performer,III,S2,Design,Data Analyst,R&D,null,ESTP,137,28,2.2,2.4,2.2,2.75,2,2.8,2.25,1.8,2.4,2.4,"Connectedness, Includer, Intellection, Communication, Focus",7,8,8,1
EMP100164,Wahyu Iqbal Pratomo,81,3,Standard Performer,III,S1,Psychology,Data Analyst,IT,IS,ENFJ,null,34,3,3.6,3.4,3.75,3.4,3.5,3.75,3.4,2.8,3.2,"Arranger, Restorative, Developer, Achiever, Positivity",null,4,5,7
EMP100165,Kurnia Nugroho,18,4,Standard Performer,V,S2,Statistics,Supply Planner,Finance,CS,ENTP,123,29,4,3.5,4.25,3.66666666666667,3.75,4,3.5,3.5,3.75,3.5,"Significance, Responsibility, Developer, Context, Discipline",5,null,1,2
EMP100166,Wahyu Yulianto,34,2,Standard Performer,III,S2,Economics,HRBP,Marketing,IC,ISFP,null,null,3.8,3.2,3.4,3.75,3.2,3.8,3.6,3.2,3.2,3.2,", Harmony, Includer, Strategic, Self-Assurance",2,9,2,5
EMP100167,Eko Zulfikar,84,3,Standard Performer,III,S2,Design,HRBP,HR,CD,ESTP,119,24,3.75,3.6,3.4,3.75,2.8,3.2,3,3.25,2.8,3.75,"Arranger, Context, Analytical, Harmony, Discipline",1,2,1,2
EMP100168,Wahyu Rachman Utami,77,1,Standard Performer,V,S1,Economics,Finance Officer,HR,CI,ISTJ,114,34,3.4,3.2,3.4,3.5,3.6,3.6,3.2,3.33333333333333,2.8,4,"Relator, Command, Strategic, , Self-Assurance",4,7,7,7
EMP100170,Dinda Wijaya Zulfikar,103,3,Standard Performer,III,D3,Psychology,Brand Executive,Marketing,CI,INFJ,null,null,2.8,2.75,3,2.6,2.4,3,2.6,2.6,2.6,3.2,"Relator, Harmony, Discipline, Includer, Connectedness",7,2,8,4
EMP100171,Nadia Yulianto,44,2,Standard Performer,V,S2,Design,Data Analyst,IT,IC,ISFJ,136,22,2.66666666666667,21.6,3,2.8,3.4,3,3,3.2,3,3,"Belief, Harmony, Strategic, Individualization, Command",8,5,7,8
EMP100172,Dinda Ridwan,15,4,Standard Performer,V,S2,Statistics,Supply Planner,IT,CI,ENTP,115,22,3.33333333333333,2.75,3.5,3,2.75,3.25,3,3,3.25,2.75,"Consistency, Competition, , Connectedness, Intellection",1,2,1,7
EMP100173,Ahmad Wijaya,81,3,Standard Performer,V,S2,Business,Supply Planner,R&D,ID,INTP,null,27,3,3.2,3,3,2.8,3.75,3.4,2.6,3.6,2.75,", Woo, Command, Deliberative, ",2,8,2,1
EMP100175,Budi Hasibuan,28,3,Standard Performer,III,SMA,Statistics,Data Analyst,Operations,IC,ESFJ,133,25,2.75,2.75,3.4,3.75,2.8,2.75,3.2,3.75,2.6,2.75,"Harmony, Competition, Intellection, Communication, Connectedness",4,4,3,9
EMP100176,Fajar Firmansyah,10,3,Standard Performer,III,D3,Engineering,Supply Planner,IT,SD,ENTP,134,38,2,2,2.25,1.75,2.25,2.25,2,2,3,2.25,", Maximizer, Deliberative, Competition, ",1,8,9,5
EMP100178,Nurlita Siregar,56,4,Standard Performer,III,S1,Economics,HRBP,Finance,DI,ESFJ,106,27,2.6,3,2.75,3,3.66666666666667,2.4,2.75,3,2.25,2.4,"Relator, Discipline, Context, Arranger, Command",null,2,7,3
EMP100179,Andi Santoso,41,3,Standard Performer,V,S2,Economics,Sales Supervisor,Marketing,SD,ESTJ,null,null,3.8,3.75,3.6,3.4,3.75,3.5,3.2,3.25,3.6,3.6,"Woo, Learner, Strategic, , Context",9,1,1,4
EMP100180,Evi Kurniawan,44,3,Standard Performer,III,SMA,Engineering,Brand Executive,Finance,CS,INTJ,101,42,3.2,3,3.75,2.8,3.75,3.8,3.4,2.75,3,3.2,"Activator, Developer, Relator, Belief, Deliberative",2,2,6,null
EMP100181,Dewi Mahardika Salsabila,63,3,Standard Performer,III,SMA,Economics,HRBP,Marketing,DC,ESFJ,null,null,3.4,3,3.6,2.66666666666667,3.25,3.4,2.8,3.2,2.8,3.6,"Deliberative, Focus, Belief, Analytical, Command",3,7,7,2
EMP100182,Joko Kusuma Maulana,49,2,Standard Performer,III,S1,Statistics,HRBP,Marketing,CD,ENTP,null,null,3.2,2.66666666666667,3.2,3.6,3,3.25,3.25,2.8,3,4,"Strategic, Deliberative, Harmony, Self-Assurance, Competition",9,null,null,9
EMP100183,Valdo Herlambang,16,3,Standard Performer,V,SMA,Statistics,Data Analyst,Marketing,CI,INTP,null,null,3.25,3.25,3.25,3,3.5,3,3.66666666666667,3.33333333333333,3.5,4,"Empathy, Positivity, , Input, Woo",9,6,6,7
EMP100184,Rizka Pamungkas,62,2,Standard Performer,V,S2,Design,Finance Officer,Finance,CS,ENTJ,113,26,3.5,2.8,3.8,3,2.8,3.8,3.25,3.4,3.5,3.4,"Context, , Focus, Includer, Analytical",null,null,9,5
EMP100185,Yuni Anugrah Subekti,59,1,Standard Performer,IV,S2,Business,Supply Planner,HR,SD,INFJ,null,28,25.75,2.2,2,2.5,1.25,2.5,2,2.4,1.5,1.8,"Competition, Restorative, Futuristic, , Analytical",3,9,9,4
EMP100186,Rizki Halim,59,5,High Performer,IV,S1,Statistics,Finance Officer,Operations,CI,ENTP,128,37,3.25,3.75,3.5,3.6,4,3.75,3.25,3.4,3.5,2.5,"Restorative, Activator, Discipline, Context, Communication",9,4,9,1
EMP100187,Ayu Tamba,39,2,Standard Performer,III,S1,Business,Supply Planner,R&D,CD,ENFP,88,23,3,2.5,3,3.4,3,2.8,3.2,2.4,2.75,2.6,"Includer, Command, Context, Restorative, Learner",8,null,8,3
EMP100188,Novi Pramudita Syahputra,7,4,Standard Performer,V,S2,Business,Brand Executive,Finance,DI,INFP,92,26,3.5,3.5,3.5,3,3.33333333333333,4.33333333333333,3.33333333333333,4.33333333333333,3,3.25,"Belief, Empathy, Input, Connectedness, Positivity",null,4,8,4
EMP100189,Andi Ganesha Hartanto,78,2,Standard Performer,V,SMA,Statistics,Brand Executive,IT,CI,ENFJ,129,25,3.2,3,2.8,3.25,3.25,3,2,2.8,3,3,"Includer, Belief, Intellection, Maximizer, Consistency",5,null,2,4
EMP100190,Kartika Santoso,45,4,Standard Performer,III,S2,Statistics,Sales Supervisor,R&D,ID,INFP,112,19,2.4,2.8,3.5,2.8,3.2,2.25,2,3.2,2.4,2.6,"Deliberative, Consistency, Empathy, Positivity, Restorative",7,3,null,5
EMP100191,Cahyo Wijaya,61,1,Standard Performer,III,S1,Engineering,Sales Supervisor,Finance,SC,ENFJ,138,18,1.8,2.4,2,1.8,2.2,2.2,2.5,1.8,2,2.2,"Futuristic, Deliberative, Ideation, Belief, Woo",8,1,4,7
EMP100193,Kurnia Anugrah Kurniawan,38,3,Standard Performer,III,SMA,Business,Sales Supervisor,HR,DI,INFJ,134,30,3.6,3.4,3.25,3,3.2,3.2,3,3.25,3.4,22.4,"Individualization, Arranger, Input, Activator, Focus",1,8,8,3
EMP100194,Arif Hasibuan,41,4,Standard Performer,IV,D3,Design,Brand Executive,IT,CD,ISFP,109,34,2.25,2.8,2.6,2.25,2.8,3.25,2.8,3,2.6,2.8,"Ideation, Belief, Focus, Input, Learner",9,null,2,9
EMP100195,Fitri Purnama,29,3,Standard Performer,IV,SMA,Economics,Finance Officer,R&D,IC,ENFJ,124,31,3.2,3,2.6,3.2,3.25,2.6,2,1.66666666666667,2.8,3.2,"Command, Includer, Learner, Significance, Connectedness",6,9,4,9
EMP100196,Kurnia Situmorang,34,3,Standard Performer,V,SMA,Economics,Data Analyst,Marketing,DS,ISFJ,null,null,2.8,2.2,2.4,2.4,2.8,1.8,2.2,2.2,2.4,3,"Empathy, Intellection, Responsibility, , Woo",8,5,null,5
EMP100197,Fitri Santoso,15,3,Standard Performer,V,D3,Economics,HRBP,Operations,CI,INFJ,83,27,3,3,4,3,3,2.5,2.75,3,3,27,"Connectedness, Includer, Discipline, Ideation, Restorative",3,9,8,6
EMP100199,Valdo Zulfikar Halim,70,4,Standard Performer,IV,S2,Engineering,Brand Executive,Operations,CI,null,97,24,3.4,2.8,3.4,3,3.2,3.25,4,3.6,4,3,"Analytical, Maximizer, Consistency, Restorative, Context",9,1,3,4
EMP100200,Lestari Pratomo,46,3,Standard Performer,IV,S1,Economics,Sales Supervisor,HR,CI,ISTJ,102,25,2.75,3.66666666666667,3,3.2,3.4,3.25,3.6,3.6,3.6,3.2,"Competition, Context, Focus, Intellection, Significance",5,8,2,6
EMP100201,Gita Ganesha Santoso,29,3,Standard Performer,V,S1,Psychology,Brand Executive,Operations,DC,ISFJ,101,31,3.4,3,3.2,3.2,3.2,3.33333333333333,3.4,3.4,4.25,3.5,", Self-Assurance, Arranger, Input, Maximizer",3,3,6,1
EMP100202,Rizky Anugrah Suharto,26,3,Standard Performer,III,D3,Economics,HRBP,IT,SI,ENFP,111,21,3.2,2.4,3,3.25,3.25,3,3,2.8,2.5,3,"Adaptability, Empathy, Self-Assurance, Discipline, Input",5,1,5,9
EMP100203,Teguh Kusuma Siregar,46,3,Standard Performer,III,D3,Engineering,Brand Executive,Operations,CD,ESFP,92,29,2.8,3.4,2.75,3.4,3.2,3,3.2,3.6,3,3.5,"Belief, Intellection, , Consistency, Input",3,2,7,8
EMP100204,Utami Candra Ginting,75,3,Standard Performer,III,S1,Economics,HRBP,Marketing,CI,ISFJ,null,null,3.66666666666667,3.6,3.2,22.6,3.8,3.8,3,3.6,3.8,4,"Consistency, Focus, Context, Developer, Futuristic",2,1,6,8
EMP100205,Vania Adi Nugroho,12,3,Standard Performer,V,S1,Psychology,Finance Officer,HR,CS,INFJ,139,28,4.33333333333333,3.5,3.5,2.66666666666667,3.75,3.75,3.25,3.66666666666667,3,3.25,"Activator, Intellection, Futuristic, Context, Connectedness",9,null,1,null
EMP100206,Sari Pratomo,38,3,Standard Performer,V,D3,Economics,HRBP,R&D,IS,INTJ,115,33,2.6,3,3,2.8,2.66666666666667,2.5,3.5,3.33333333333333,2.8,3.33333333333333,"Consistency, Responsibility, Self-Assurance, Futuristic, Ideation",9,9,7,1
EMP100209,Nugroho Pamungkas,45,3,Standard Performer,III,SMA,Psychology,Supply Planner,R&D,IS,ESTJ,126,21,3.33333333333333,4,3.2,3.2,3.4,3.2,3.4,3.6,3.6,3.6,"Maximizer, Adaptability, Responsibility, Deliberative, Significance",null,6,5,3
EMP100210,Zaki Jatmiko Sinaga,56,3,Standard Performer,IV,SMA,Economics,HRBP,Marketing,ID,ISTJ,null,null,3.5,2.8,3.5,3.5,3.5,3.2,3.2,3.2,3.4,3.6,"Empathy, Arranger, Analytical, Strategic, ",5,9,3,3
EMP100211,Dian Tri Pratomo,38,3,Standard Performer,III,SMA,Psychology,Brand Executive,IT,DC,INTJ,135,30,3,2.2,2.4,3.33333333333333,2.2,2,2.8,2.2,2.4,2.25,"Arranger, Restorative, Responsibility, , Learner",2,9,4,2
EMP100212,Galih Kurniawan,14,3,Standard Performer,V,S2,Engineering,Sales Supervisor,Operations,ID,INTP,92,31,3.75,3.25,3,3,3,3,3.25,3.25,3.25,3.25,"Communication, , Discipline, Strategic, Analytical",7,6,1,4
EMP100213,Rizky Permadi,59,3,Standard Performer,V,S2,Business,HRBP,R&D,DS,ENTJ,94,32,2,2.75,2.66666666666667,2.8,1.6,2.2,2.6,2.4,2.4,2.2,"Input, Empathy, Consistency, Connectedness, Discipline",null,8,1,6
EMP100214,Oktavia Subekti,16,2,Standard Performer,V,S1,Business,Sales Supervisor,Marketing,CD,INTP,null,null,2.5,3.25,2.25,2.5,2,2.75,3,2.5,2,1.75,"Significance, Empathy, Harmony, , Intellection",2,9,6,5
EMP100215,Valdo Wijaya,97,2,Standard Performer,III,S2,Engineering,Brand Executive,Finance,CS,ENFP,105,20,3.25,2.4,3.4,3,3.4,3.25,3,2.6,2.5,3,"Achiever, Individualization, Developer, Relator, Deliberative",9,7,1,1
EMP100216,Sari Ananda,10,3,Standard Performer,IV,SMA,Engineering,Sales Supervisor,R&D,DC,INFP,111,25,2.75,2.75,3,3,3,2.5,3,2.75,3,3,"Relator, Empathy, Connectedness, Communication, Discipline",3,6,8,6
EMP100217,Luthfi Purnama,35,1,Standard Performer,III,D3,Design,Brand Executive,Operations,SC,INTP,null,32,2.8,3.75,3,3.4,3.25,2.6,3.25,2.25,2.66666666666667,3.2,"Woo, Developer, Context, Self-Assurance, ",5,7,5,7
EMP100218,Ayu Lukman,35,3,Standard Performer,IV,S2,Business,Data Analyst,R&D,ID,ESTP,95,27,3.2,2.75,3.75,4,2.5,3,3.75,2.8,3,3.33333333333333,"Positivity, Includer, Intellection, Woo, Achiever",1,8,6,7
EMP100220,Rizka Adi Setiawan,63,4,Standard Performer,III,SMA,Psychology,Supply Planner,R&D,SI,INTP,84,18,4,4,3.8,23,2.6,3.2,3,3.4,3.75,3.75,"Woo, Competition, Ideation, Developer, Belief",5,2,5,8
EMP100221,Dimas Qolbi Maulana,3,2,Standard Performer,III,D3,Business,Data Analyst,IT,SI,ESFJ,119,33,2.75,2,3,34.6666666666667,2.5,2.5,2.75,2.5,2.25,3,"Consistency, Input, Discipline, Woo, Activator",6,6,1,null
EMP100222,Luthfi Wijaya,88,1,Standard Performer,IV,S2,Business,Brand Executive,Finance,CD,INTJ,88,28,3,3.4,3.5,3.5,3.6,3.6,3.5,3.2,3.4,3.2,"Strategic, Ideation, Consistency, Deliberative, Individualization",9,9,6,6
EMP100223,Utami Mahardika Rohman,2,1,Standard Performer,V,SMA,Economics,Data Analyst,IT,IS,ENFP,96,23,2.25,2.75,2.75,2.75,2.75,2.5,3,3,2.66666666666667,2.33333333333333,"Harmony, Includer, Relator, Self-Assurance, Activator",5,6,9,null
EMP100224,Rafa Maulida,75,4,Standard Performer,V,D3,Engineering,HRBP,HR,CD,ENFJ,114,22,4,4,4.2,4,4.25,3.8,4,4.2,4.2,4,"Empathy, Achiever, Strategic, Context, Self-Assurance",1,5,8,4
EMP100225,Fajar Purnama,48,2,Standard Performer,V,S2,Design,Supply Planner,IT,SI,null,123,31,2.2,3,2.4,2.8,2.33333333333333,2.6,2.4,2.4,2.6,2,"Intellection, Relator, Deliberative, Woo, Developer",9,4,null,2
EMP100226,Nabila Simanjuntak,11,3,Standard Performer,III,S1,Engineering,HRBP,IT,CS,ENTP,124,30,2.5,2.75,2.5,2.5,2.25,1.75,3,3,2.75,3,"Significance, Arranger, , , Harmony",7,6,4,1
EMP100228,Satya Candra Handayani,53,2,Standard Performer,IV,S1,Engineering,Data Analyst,HR,ID,ISFJ,116,29,2.6,3,2.4,3,3.2,3,3.66666666666667,2.75,2,3,", , Focus, Self-Assurance, Context",7,2,null,9
EMP100229,Rizki Putra,22,5,High Performer,V,S2,Psychology,Supply Planner,Operations,CI,ISFP,103,12,3.66666666666667,4,4,3.75,4.25,4,3.75,4,3.75,4,"Belief, Includer, Self-Assurance, Woo, Activator",7,null,null,null
EMP100230,Eko Indrawan,91,4,Standard Performer,IV,S1,Engineering,Brand Executive,HR,IC,ESFP,90,18,2.6,2.2,2.4,2.2,2.4,2.4,2.5,2.8,2.6,2,"Context, Discipline, Includer, Woo, Developer",3,7,2,null
EMP100231,Satya Halim Hidayat,17,5,High Performer,IV,S1,Economics,Brand Executive,IT,SI,ENFP,139,23,3.75,4.25,3.75,3.75,3.66666666666667,4.5,2.5,4.5,4,4,"Positivity, Individualization, Activator, Deliberative, Strategic",1,9,9,7
